Photon    Tot. w/  
Energy    Coherent 

1.000E-03 2.317E+03 
1.198E-03 1.507E+03 
1.436E-03 9.815E+02 
1.436E-03 4.349E+03 
1.456E-03 4.122E+03 
1.476E-03 3.907E+03 
1.476E-03 5.594E+03 
1.500E-03 5.336E+03 
1.654E-03 4.343E+03 
1.654E-03 4.915E+03 
2.000E-03 3.098E+03 
3.000E-03 1.116E+03 
4.000E-03 5.252E+02 
5.000E-03 2.896E+02 
6.000E-03 1.773E+02 
8.000E-03 8.113E+01 
1.000E-02 4.413E+01 
1.266E-02 2.318E+01 
1.266E-02 1.589E+02 
1.500E-02 1.033E+02 
2.000E-02 4.818E+01 
3.000E-02 1.596E+01 
4.000E-02 7.184E+00 
5.000E-02 3.864E+00 
6.000E-02 2.341E+00 
8.000E-02 1.090E+00 
1.000E-01 6.278E-01 
1.500E-01 2.702E-01 
2.000E-01 1.742E-01 
3.000E-01 1.144E-01 
4.000E-01 9.298E-02 
5.000E-01 8.129E-02 
6.000E-01 7.350E-02 
8.000E-01 6.314E-02 
1.000E+00 5.619E-02 
1.022E+00 5.554E-02 
1.250E+00 4.999E-02 
1.500E+00 4.564E-02 
2.000E+00 4.010E-02 
2.044E+00 3.974E-02 
3.000E+00 3.476E-02 
4.000E+00 3.247E-02 
5.000E+00 3.145E-02 
6.000E+00 3.105E-02 
7.000E+00 3.103E-02 
8.000E+00 3.119E-02 
9.000E+00 3.150E-02 
1.000E+01 3.186E-02 
1.100E+01 3.227E-02 
1.200E+01 3.268E-02 
1.300E+01 3.310E-02 
1.400E+01 3.353E-02 
1.500E+01 3.395E-02 
1.600E+01 3.438E-02 
1.800E+01 3.519E-02 
2.000E+01 3.599E-02 
2.200E+01 3.675E-02 
2.400E+01 3.748E-02 
2.600E+01 3.816E-02 
2.800E+01 3.880E-02 
3.000E+01 3.941E-02 
4.000E+01 4.204E-02 
5.000E+01 4.412E-02 
6.000E+01 4.580E-02 
8.000E+01 4.838E-02 
1.000E+02 5.028E-02 
1.500E+02 5.337E-02 
2.000E+02 5.527E-02 
3.000E+02 5.751E-02 
4.000E+02 5.882E-02 
5.000E+02 5.969E-02 
6.000E+02 6.031E-02 
8.000E+02 6.115E-02 
1.000E+03 6.170E-02 
1.500E+03 6.249E-02 
2.000E+03 6.292E-02 
3.000E+03 6.340E-02 
4.000E+03 6.366E-02 
5.000E+03 6.382E-02 
6.000E+03 6.393E-02 
8.000E+03 6.408E-02 
1.000E+04 6.417E-02 
1.500E+04 6.430E-02 
2.000E+04 6.437E-02 
3.000E+04 6.444E-02 
4.000E+04 6.448E-02 
5.000E+04 6.450E-02 
6.000E+04 6.452E-02 
8.000E+04 6.454E-02 
1.000E+05 6.456E-02 
