Photon    Tot. w/  
Energy    Coherent 

1.000E-03 9.087E+03 
1.060E-03 7.975E+03 
1.123E-03 7.002E+03 
1.123E-03 8.025E+03 
1.163E-03 7.447E+03 
1.204E-03 6.911E+03 
1.204E-03 7.322E+03 
1.280E-03 6.432E+03 
1.361E-03 5.653E+03 
1.361E-03 5.905E+03 
1.500E-03 4.773E+03 
2.000E-03 2.464E+03 
3.000E-03 9.267E+02 
4.000E-03 4.529E+02 
5.000E-03 2.578E+02 
5.483E-03 2.039E+02 
5.483E-03 5.763E+02 
5.683E-03 5.286E+02 
5.891E-03 4.846E+02 
5.891E-03 6.550E+02 
6.000E-03 6.319E+02 
6.266E-03 5.655E+02 
6.266E-03 6.517E+02 
8.000E-03 3.529E+02 
1.000E-02 1.967E+02 
1.500E-02 6.732E+01 
2.000E-02 3.119E+01 
3.000E-02 1.052E+01 
3.892E-02 5.270E+00 
3.892E-02 2.773E+01 
4.000E-02 2.578E+01 
5.000E-02 1.447E+01 
6.000E-02 8.961E+00 
8.000E-02 4.177E+00 
1.000E-01 2.315E+00 
1.500E-01 8.240E-01 
2.000E-01 4.239E-01 
3.000E-01 1.961E-01 
4.000E-01 1.301E-01 
5.000E-01 1.015E-01 
6.000E-01 8.570E-02 
8.000E-01 6.843E-02 
1.000E+00 5.876E-02 
1.022E+00 5.790E-02 
1.250E+00 5.110E-02 
1.500E+00 4.640E-02 
2.000E+00 4.122E-02 
2.044E+00 4.092E-02 
3.000E+00 3.737E-02 
4.000E+00 3.646E-02 
5.000E+00 3.665E-02 
6.000E+00 3.726E-02 
7.000E+00 3.811E-02 
8.000E+00 3.907E-02 
9.000E+00 4.009E-02 
1.000E+01 4.113E-02 
1.100E+01 4.216E-02 
1.200E+01 4.318E-02 
1.300E+01 4.418E-02 
1.400E+01 4.513E-02 
1.500E+01 4.603E-02 
1.600E+01 4.688E-02 
1.800E+01 4.848E-02 
2.000E+01 4.996E-02 
2.200E+01 5.135E-02 
2.400E+01 5.266E-02 
2.600E+01 5.386E-02 
2.800E+01 5.497E-02 
3.000E+01 5.599E-02 
4.000E+01 6.035E-02 
5.000E+01 6.371E-02 
6.000E+01 6.640E-02 
8.000E+01 7.045E-02 
1.000E+02 7.336E-02 
1.500E+02 7.806E-02 
2.000E+02 8.095E-02 
3.000E+02 8.432E-02 
4.000E+02 8.629E-02 
5.000E+02 8.761E-02 
6.000E+02 8.852E-02 
8.000E+02 8.976E-02 
1.000E+03 9.060E-02 
1.500E+03 9.177E-02 
2.000E+03 9.240E-02 
3.000E+03 9.311E-02 
4.000E+03 9.350E-02 
5.000E+03 9.375E-02 
6.000E+03 9.392E-02 
8.000E+03 9.413E-02 
1.000E+04 9.426E-02 
1.500E+04 9.448E-02 
2.000E+04 9.456E-02 
3.000E+04 9.469E-02 
4.000E+04 9.473E-02 
5.000E+04 9.478E-02 
6.000E+04 9.478E-02 
8.000E+04 9.482E-02 
1.000E+05 9.482E-02 
