Photon    Tot. w/  
Energy    Coherent 

1.000E-03 1.892E+03 
1.103E-03 1.501E+03 
1.217E-03 1.190E+03 
1.217E-03 4.361E+03 
1.232E-03 4.656E+03 
1.248E-03 4.972E+03 
1.248E-03 6.655E+03 
1.328E-03 6.079E+03 
1.414E-03 5.554E+03 
1.414E-03 6.287E+03 
1.500E-03 5.475E+03 
2.000E-03 2.711E+03 
3.000E-03 9.612E+02 
4.000E-03 4.497E+02 
5.000E-03 2.473E+02 
6.000E-03 1.509E+02 
8.000E-03 6.890E+01 
1.000E-02 3.742E+01 
1.110E-02 2.811E+01 
1.110E-02 1.982E+02 
1.500E-02 9.148E+01 
2.000E-02 4.222E+01 
3.000E-02 1.385E+01 
4.000E-02 6.206E+00 
5.000E-02 3.335E+00 
6.000E-02 2.023E+00 
8.000E-02 9.501E-01 
1.000E-01 5.550E-01 
1.500E-01 2.491E-01 
2.000E-01 1.661E-01 
3.000E-01 1.131E-01 
4.000E-01 9.327E-02 
5.000E-01 8.212E-02 
6.000E-01 7.452E-02 
8.000E-01 6.426E-02 
1.000E+00 5.727E-02 
1.022E+00 5.662E-02 
1.250E+00 5.101E-02 
1.500E+00 4.657E-02 
2.000E+00 4.086E-02 
2.044E+00 4.049E-02 
3.000E+00 3.524E-02 
4.000E+00 3.275E-02 
5.000E+00 3.158E-02 
6.000E+00 3.107E-02 
7.000E+00 3.095E-02 
8.000E+00 3.104E-02 
9.000E+00 3.126E-02 
1.000E+01 3.156E-02 
1.100E+01 3.190E-02 
1.200E+01 3.226E-02 
1.300E+01 3.264E-02 
1.400E+01 3.302E-02 
1.500E+01 3.340E-02 
1.600E+01 3.379E-02 
1.800E+01 3.454E-02 
2.000E+01 3.528E-02 
2.200E+01 3.598E-02 
2.400E+01 3.666E-02 
2.600E+01 3.730E-02 
2.800E+01 3.791E-02 
3.000E+01 3.848E-02 
4.000E+01 4.098E-02 
5.000E+01 4.296E-02 
6.000E+01 4.458E-02 
8.000E+01 4.706E-02 
1.000E+02 4.889E-02 
1.500E+02 5.189E-02 
2.000E+02 5.373E-02 
3.000E+02 5.591E-02 
4.000E+02 5.718E-02 
5.000E+02 5.803E-02 
6.000E+02 5.864E-02 
8.000E+02 5.945E-02 
1.000E+03 5.998E-02 
1.500E+03 6.075E-02 
2.000E+03 6.118E-02 
3.000E+03 6.164E-02 
4.000E+03 6.189E-02 
5.000E+03 6.205E-02 
6.000E+03 6.216E-02 
8.000E+03 6.230E-02 
1.000E+04 6.239E-02 
1.500E+04 6.252E-02 
2.000E+04 6.259E-02 
3.000E+04 6.266E-02 
4.000E+04 6.270E-02 
5.000E+04 6.272E-02 
6.000E+04 6.273E-02 
8.000E+04 6.276E-02 
1.000E+05 6.277E-02 
