Photon    Tot. w/  
Energy    Coherent 

1.000E-03 4.210E+03 
1.500E-03 1.631E+03 
2.000E-03 8.118E+02 
2.222E-03 6.258E+02 
2.222E-03 2.391E+03 
2.264E-03 2.251E+03 
2.307E-03 2.120E+03 
2.307E-03 2.953E+03 
2.417E-03 2.639E+03 
2.532E-03 2.359E+03 
2.532E-03 2.691E+03 
3.000E-03 1.772E+03 
4.000E-03 8.506E+02 
5.000E-03 4.756E+02 
6.000E-03 2.935E+02 
8.000E-03 1.357E+02 
1.000E-02 7.417E+01 
1.500E-02 2.462E+01 
1.800E-02 1.501E+01 
1.800E-02 9.470E+01 
2.000E-02 7.238E+01 
3.000E-02 2.485E+01 
4.000E-02 1.139E+01 
5.000E-02 6.174E+00 
6.000E-02 3.744E+00 
8.000E-02 1.721E+00 
1.000E-01 9.657E-01 
1.500E-01 3.790E-01 
2.000E-01 2.237E-01 
3.000E-01 1.318E-01 
4.000E-01 1.018E-01 
5.000E-01 8.693E-02 
6.000E-01 7.756E-02 
8.000E-01 6.571E-02 
1.000E+00 5.810E-02 
1.022E+00 5.740E-02 
1.250E+00 5.150E-02 
1.500E+00 4.700E-02 
2.000E+00 4.146E-02 
2.044E+00 4.112E-02 
3.000E+00 3.644E-02 
4.000E+00 3.451E-02 
5.000E+00 3.384E-02 
6.000E+00 3.374E-02 
7.000E+00 3.399E-02 
8.000E+00 3.441E-02 
9.000E+00 3.495E-02 
1.000E+01 3.554E-02 
1.100E+01 3.615E-02 
1.200E+01 3.678E-02 
1.300E+01 3.738E-02 
1.400E+01 3.797E-02 
1.500E+01 3.855E-02 
1.600E+01 3.911E-02 
1.800E+01 4.019E-02 
2.000E+01 4.122E-02 
2.200E+01 4.220E-02 
2.400E+01 4.312E-02 
2.600E+01 4.399E-02 
2.800E+01 4.479E-02 
3.000E+01 4.555E-02 
4.000E+01 4.878E-02 
5.000E+01 5.130E-02 
6.000E+01 5.332E-02 
8.000E+01 5.640E-02 
1.000E+02 5.866E-02 
1.500E+02 6.232E-02 
2.000E+02 6.456E-02 
3.000E+02 6.720E-02 
4.000E+02 6.875E-02 
5.000E+02 6.980E-02 
6.000E+02 7.055E-02 
8.000E+02 7.148E-02 
1.000E+03 7.218E-02 
1.500E+03 7.306E-02 
2.000E+03 7.363E-02 
3.000E+03 7.414E-02 
4.000E+03 7.446E-02 
5.000E+03 7.466E-02 
6.000E+03 7.479E-02 
8.000E+03 7.498E-02 
1.000E+04 7.505E-02 
1.500E+04 7.524E-02 
2.000E+04 7.531E-02 
3.000E+04 7.537E-02 
4.000E+04 7.544E-02 
5.000E+04 7.550E-02 
6.000E+04 7.550E-02 
8.000E+04 7.550E-02 
1.000E+05 7.550E-02 
