Photon    Tot. w/  
Energy    Coherent 

1.000E-03 2.291E+03 
1.089E-03 1.955E+03 
1.185E-03 1.669E+03 
1.185E-03 1.844E+03 
1.201E-03 2.718E+03 
1.217E-03 3.996E+03 
1.217E-03 4.816E+03 
1.500E-03 5.042E+03 
1.544E-03 4.701E+03 
1.544E-03 5.432E+03 
1.615E-03 4.900E+03 
1.688E-03 4.421E+03 
1.688E-03 4.693E+03 
1.782E-03 4.163E+03 
1.881E-03 3.692E+03 
1.881E-03 3.854E+03 
2.000E-03 3.360E+03 
3.000E-03 1.292E+03 
4.000E-03 6.381E+02 
5.000E-03 3.653E+02 
6.000E-03 2.305E+02 
7.243E-03 1.428E+02 
7.243E-03 3.844E+02 
7.579E-03 3.423E+02 
7.930E-03 3.049E+02 
7.930E-03 4.146E+02 
8.000E-03 4.069E+02 
8.376E-03 3.631E+02 
8.376E-03 4.190E+02 
1.000E-02 2.693E+02 
1.500E-02 9.335E+01 
2.000E-02 4.361E+01 
3.000E-02 1.484E+01 
4.000E-02 6.920E+00 
5.000E-02 3.860E+00 
5.024E-02 3.812E+00 
5.024E-02 1.864E+01 
6.000E-02 1.175E+01 
8.000E-02 5.573E+00 
1.000E-01 3.109E+00 
1.500E-01 1.100E+00 
2.000E-01 5.535E-01 
3.000E-01 2.410E-01 
4.000E-01 1.518E-01 
5.000E-01 1.139E-01 
6.000E-01 9.371E-02 
8.000E-01 7.252E-02 
1.000E+00 6.120E-02 
1.022E+00 6.021E-02 
1.250E+00 5.261E-02 
1.500E+00 4.759E-02 
2.000E+00 4.228E-02 
2.044E+00 4.199E-02 
3.000E+00 3.865E-02 
4.000E+00 3.802E-02 
5.000E+00 3.844E-02 
6.000E+00 3.928E-02 
7.000E+00 4.032E-02 
8.000E+00 4.147E-02 
9.000E+00 4.266E-02 
1.000E+01 4.384E-02 
1.100E+01 4.503E-02 
1.200E+01 4.618E-02 
1.300E+01 4.731E-02 
1.400E+01 4.839E-02 
1.500E+01 4.943E-02 
1.600E+01 5.038E-02 
1.800E+01 5.218E-02 
2.000E+01 5.385E-02 
2.200E+01 5.541E-02 
2.400E+01 5.683E-02 
2.600E+01 5.818E-02 
2.800E+01 5.940E-02 
3.000E+01 6.057E-02 
4.000E+01 6.542E-02 
5.000E+01 6.912E-02 
6.000E+01 7.210E-02 
8.000E+01 7.652E-02 
1.000E+02 7.970E-02 
1.500E+02 8.487E-02 
2.000E+02 8.797E-02 
3.000E+02 9.161E-02 
4.000E+02 9.375E-02 
5.000E+02 9.514E-02 
6.000E+02 9.613E-02 
8.000E+02 9.745E-02 
1.000E+03 9.833E-02 
1.500E+03 9.959E-02 
2.000E+03 1.003E-01 
3.000E+03 1.010E-01 
4.000E+03 1.014E-01 
5.000E+03 1.017E-01 
6.000E+03 1.019E-01 
8.000E+03 1.021E-01 
1.000E+04 1.022E-01 
1.500E+04 1.024E-01 
2.000E+04 1.025E-01 
3.000E+04 1.027E-01 
4.000E+04 1.027E-01 
5.000E+04 1.028E-01 
6.000E+04 1.028E-01 
8.000E+04 1.028E-01 
1.000E+05 1.028E-01 
