Photon    Tot. w/  
Energy    Coherent 

1.000E-03 3.017E+03 
1.500E-03 1.350E+03 
1.528E-03 1.300E+03 
1.528E-03 1.948E+03 
1.552E-03 2.756E+03 
1.576E-03 3.905E+03 
1.576E-03 4.538E+03 
1.753E-03 3.982E+03 
1.950E-03 3.497E+03 
1.950E-03 4.054E+03 
2.000E-03 3.796E+03 
2.173E-03 3.128E+03 
2.173E-03 3.324E+03 
2.283E-03 2.969E+03 
2.398E-03 2.653E+03 
2.398E-03 2.769E+03 
3.000E-03 1.640E+03 
4.000E-03 8.192E+02 
5.000E-03 4.717E+02 
6.000E-03 2.988E+02 
8.000E-03 1.444E+02 
8.944E-03 1.088E+02 
8.944E-03 2.824E+02 
9.447E-03 2.451E+02 
9.978E-03 2.129E+02 
9.978E-03 2.980E+02 
1.000E-02 2.944E+02 
1.049E-02 2.577E+02 
1.049E-02 2.973E+02 
1.500E-02 1.193E+02 
2.000E-02 5.628E+01 
3.000E-02 1.932E+01 
4.000E-02 9.041E+00 
5.000E-02 5.038E+00 
6.000E-02 3.147E+00 
6.133E-02 2.975E+00 
6.133E-02 1.365E+01 
8.000E-02 6.910E+00 
1.000E-01 3.882E+00 
1.500E-01 1.378E+00 
2.000E-01 6.862E-01 
3.000E-01 2.882E-01 
4.000E-01 1.749E-01 
5.000E-01 1.274E-01 
6.000E-01 1.025E-01 
8.000E-01 7.710E-02 
1.000E+00 6.397E-02 
1.022E+00 6.290E-02 
1.250E+00 5.438E-02 
1.500E+00 4.895E-02 
2.000E+00 4.347E-02 
2.044E+00 4.316E-02 
3.000E+00 3.989E-02 
4.000E+00 3.944E-02 
5.000E+00 4.002E-02 
6.000E+00 4.101E-02 
7.000E+00 4.220E-02 
8.000E+00 4.347E-02 
9.000E+00 4.478E-02 
1.000E+01 4.609E-02 
1.100E+01 4.738E-02 
1.200E+01 4.865E-02 
1.300E+01 4.987E-02 
1.400E+01 5.106E-02 
1.500E+01 5.218E-02 
1.600E+01 5.325E-02 
1.800E+01 5.520E-02 
2.000E+01 5.700E-02 
2.200E+01 5.869E-02 
2.400E+01 6.022E-02 
2.600E+01 6.169E-02 
2.800E+01 6.301E-02 
3.000E+01 6.426E-02 
4.000E+01 6.952E-02 
5.000E+01 7.351E-02 
6.000E+01 7.670E-02 
8.000E+01 8.144E-02 
1.000E+02 8.485E-02 
1.500E+02 9.031E-02 
2.000E+02 9.359E-02 
3.000E+02 9.742E-02 
4.000E+02 9.963E-02 
5.000E+02 1.011E-01 
6.000E+02 1.022E-01 
8.000E+02 1.035E-01 
1.000E+03 1.044E-01 
1.500E+03 1.057E-01 
2.000E+03 1.065E-01 
3.000E+03 1.073E-01 
4.000E+03 1.077E-01 
5.000E+03 1.079E-01 
6.000E+03 1.081E-01 
8.000E+03 1.083E-01 
1.000E+04 1.085E-01 
1.500E+04 1.087E-01 
2.000E+04 1.088E-01 
3.000E+04 1.090E-01 
4.000E+04 1.090E-01 
5.000E+04 1.091E-01 
6.000E+04 1.091E-01 
8.000E+04 1.091E-01 
1.000E+05 1.091E-01 
