Photon    Tot. w/  
Energy    Coherent 

1.000E-03 9.412E+03 
1.072E-03 8.141E+03 
1.149E-03 7.040E+03 
1.149E-03 7.343E+03 
1.500E-03 4.085E+03 
2.000E-03 2.088E+03 
3.000E-03 7.780E+02 
4.000E-03 3.787E+02 
4.782E-03 2.408E+02 
4.782E-03 6.941E+02 
5.000E-03 6.393E+02 
5.104E-03 6.044E+02 
5.104E-03 8.182E+02 
5.275E-03 7.563E+02 
5.453E-03 6.992E+02 
5.453E-03 8.065E+02 
6.000E-03 6.374E+02 
8.000E-03 3.033E+02 
1.000E-02 1.691E+02 
1.500E-02 5.743E+01 
2.000E-02 2.651E+01 
3.000E-02 8.929E+00 
3.456E-02 6.130E+00 
3.456E-02 3.316E+01 
4.000E-02 2.270E+01 
5.000E-02 1.273E+01 
6.000E-02 7.824E+00 
8.000E-02 3.633E+00 
1.000E-01 2.010E+00 
1.500E-01 7.200E-01 
2.000E-01 3.759E-01 
3.000E-01 1.797E-01 
4.000E-01 1.223E-01 
5.000E-01 9.699E-02 
6.000E-01 8.281E-02 
8.000E-01 6.696E-02 
1.000E+00 5.785E-02 
1.022E+00 5.703E-02 
1.250E+00 5.052E-02 
1.500E+00 4.594E-02 
2.000E+00 4.078E-02 
2.044E+00 4.048E-02 
3.000E+00 3.681E-02 
4.000E+00 3.577E-02 
5.000E+00 3.583E-02 
6.000E+00 3.634E-02 
7.000E+00 3.709E-02 
8.000E+00 3.797E-02 
9.000E+00 3.891E-02 
1.000E+01 3.987E-02 
1.100E+01 4.084E-02 
1.200E+01 4.178E-02 
1.300E+01 4.272E-02 
1.400E+01 4.360E-02 
1.500E+01 4.445E-02 
1.600E+01 4.525E-02 
1.800E+01 4.675E-02 
2.000E+01 4.815E-02 
2.200E+01 4.947E-02 
2.400E+01 5.069E-02 
2.600E+01 5.183E-02 
2.800E+01 5.288E-02 
3.000E+01 5.388E-02 
4.000E+01 5.801E-02 
5.000E+01 6.123E-02 
6.000E+01 6.378E-02 
8.000E+01 6.763E-02 
1.000E+02 7.041E-02 
1.500E+02 7.491E-02 
2.000E+02 7.766E-02 
3.000E+02 8.092E-02 
4.000E+02 8.277E-02 
5.000E+02 8.404E-02 
6.000E+02 8.491E-02 
8.000E+02 8.609E-02 
1.000E+03 8.689E-02 
1.500E+03 8.803E-02 
2.000E+03 8.865E-02 
3.000E+03 8.932E-02 
4.000E+03 8.968E-02 
5.000E+03 8.990E-02 
6.000E+03 9.008E-02 
8.000E+03 9.026E-02 
1.000E+04 9.039E-02 
1.500E+04 9.057E-02 
2.000E+04 9.066E-02 
3.000E+04 9.080E-02 
4.000E+04 9.085E-02 
5.000E+04 9.089E-02 
6.000E+04 9.089E-02 
8.000E+04 9.094E-02 
1.000E+05 9.094E-02 
