Photon    Tot. w/  
Energy    Coherent 

1.000E-03 9.365E+03 
1.032E-03 8.771E+03 
1.065E-03 8.214E+03 
1.065E-03 8.686E+03 
1.139E-03 7.563E+03 
1.217E-03 6.588E+03 
1.217E-03 6.891E+03 
1.500E-03 4.335E+03 
2.000E-03 2.226E+03 
3.000E-03 8.317E+02 
4.000E-03 4.055E+02 
5.000E-03 2.304E+02 
5.012E-03 2.290E+02 
5.012E-03 6.675E+02 
5.183E-03 6.138E+02 
5.359E-03 5.645E+02 
5.359E-03 7.693E+02 
5.534E-03 7.102E+02 
5.714E-03 6.558E+02 
5.714E-03 7.546E+02 
6.000E-03 6.710E+02 
8.000E-03 3.215E+02 
1.000E-02 1.793E+02 
1.500E-02 6.106E+01 
2.000E-02 2.822E+01 
3.000E-02 9.508E+00 
3.598E-02 5.862E+00 
3.598E-02 3.143E+01 
4.000E-02 2.381E+01 
5.000E-02 1.340E+01 
6.000E-02 8.250E+00 
8.000E-02 3.836E+00 
1.000E-01 2.124E+00 
1.500E-01 7.590E-01 
2.000E-01 3.941E-01 
3.000E-01 1.862E-01 
4.000E-01 1.257E-01 
5.000E-01 9.912E-02 
6.000E-01 8.431E-02 
8.000E-01 6.790E-02 
1.000E+00 5.854E-02 
1.022E+00 5.773E-02 
1.250E+00 5.108E-02 
1.500E+00 4.641E-02 
2.000E+00 4.121E-02 
2.044E+00 4.091E-02 
3.000E+00 3.725E-02 
4.000E+00 3.625E-02 
5.000E+00 3.635E-02 
6.000E+00 3.689E-02 
7.000E+00 3.769E-02 
8.000E+00 3.860E-02 
9.000E+00 3.957E-02 
1.000E+01 4.057E-02 
1.100E+01 4.157E-02 
1.200E+01 4.255E-02 
1.300E+01 4.350E-02 
1.400E+01 4.442E-02 
1.500E+01 4.529E-02 
1.600E+01 4.611E-02 
1.800E+01 4.766E-02 
2.000E+01 4.910E-02 
2.200E+01 5.045E-02 
2.400E+01 5.171E-02 
2.600E+01 5.286E-02 
2.800E+01 5.394E-02 
3.000E+01 5.498E-02 
4.000E+01 5.921E-02 
5.000E+01 6.248E-02 
6.000E+01 6.512E-02 
8.000E+01 6.905E-02 
1.000E+02 7.188E-02 
1.500E+02 7.650E-02 
2.000E+02 7.930E-02 
3.000E+02 8.260E-02 
4.000E+02 8.453E-02 
5.000E+02 8.582E-02 
6.000E+02 8.673E-02 
8.000E+02 8.794E-02 
1.000E+03 8.877E-02 
1.500E+03 8.990E-02 
2.000E+03 9.051E-02 
3.000E+03 9.122E-02 
4.000E+03 9.157E-02 
5.000E+03 9.184E-02 
6.000E+03 9.197E-02 
8.000E+03 9.219E-02 
1.000E+04 9.233E-02 
1.500E+04 9.255E-02 
2.000E+04 9.264E-02 
3.000E+04 9.273E-02 
4.000E+04 9.277E-02 
5.000E+04 9.282E-02 
6.000E+04 9.286E-02 
8.000E+04 9.286E-02 
1.000E+05 9.291E-02 
