Photon    Tot. w/  
Energy    Coherent 

1.000E-03 9.085E+03 
1.500E-03 3.400E+03 
2.000E-03 1.627E+03 
3.000E-03 5.576E+02 
4.000E-03 2.567E+02 
5.000E-03 1.399E+02 
6.000E-03 8.484E+01 
7.112E-03 5.320E+01 
7.112E-03 4.077E+02 
8.000E-03 3.056E+02 
1.000E-02 1.707E+02 
1.500E-02 5.709E+01 
2.000E-02 2.568E+01 
3.000E-02 8.176E+00 
4.000E-02 3.629E+00 
5.000E-02 1.957E+00 
6.000E-02 1.205E+00 
8.000E-02 5.952E-01 
1.000E-01 3.717E-01 
1.500E-01 1.964E-01 
2.000E-01 1.460E-01 
3.000E-01 1.099E-01 
4.000E-01 9.400E-02 
5.000E-01 8.415E-02 
6.000E-01 7.704E-02 
8.000E-01 6.699E-02 
1.000E+00 5.995E-02 
1.022E+00 5.928E-02 
1.250E+00 5.350E-02 
1.500E+00 4.883E-02 
2.000E+00 4.265E-02 
2.044E+00 4.224E-02 
3.000E+00 3.621E-02 
4.000E+00 3.312E-02 
5.000E+00 3.146E-02 
6.000E+00 3.057E-02 
7.000E+00 3.011E-02 
8.000E+00 2.991E-02 
9.000E+00 2.987E-02 
1.000E+01 2.994E-02 
1.100E+01 3.007E-02 
1.200E+01 3.025E-02 
1.300E+01 3.044E-02 
1.400E+01 3.068E-02 
1.500E+01 3.092E-02 
1.600E+01 3.118E-02 
1.800E+01 3.171E-02 
2.000E+01 3.224E-02 
2.200E+01 3.277E-02 
2.400E+01 3.327E-02 
2.600E+01 3.377E-02 
2.800E+01 3.423E-02 
3.000E+01 3.469E-02 
4.000E+01 3.666E-02 
5.000E+01 3.828E-02 
6.000E+01 3.961E-02 
8.000E+01 4.172E-02 
1.000E+02 4.329E-02 
1.500E+02 4.592E-02 
2.000E+02 4.756E-02 
3.000E+02 4.952E-02 
4.000E+02 5.069E-02 
5.000E+02 5.146E-02 
6.000E+02 5.202E-02 
8.000E+02 5.278E-02 
1.000E+03 5.327E-02 
1.500E+03 5.399E-02 
2.000E+03 5.438E-02 
3.000E+03 5.482E-02 
4.000E+03 5.505E-02 
5.000E+03 5.521E-02 
6.000E+03 5.530E-02 
8.000E+03 5.544E-02 
1.000E+04 5.552E-02 
1.500E+04 5.565E-02 
2.000E+04 5.572E-02 
3.000E+04 5.578E-02 
4.000E+04 5.581E-02 
5.000E+04 5.585E-02 
6.000E+04 5.586E-02 
8.000E+04 5.588E-02 
1.000E+05 5.589E-02 
