Photon    Tot. w/  
Energy    Coherent 

1.000E-03 8.432E+03 
1.003E-03 8.380E+03 
1.006E-03 8.329E+03 
1.006E-03 8.683E+03 
1.500E-03 3.608E+03 
2.000E-03 1.832E+03 
3.000E-03 6.792E+02 
4.000E-03 3.297E+02 
4.341E-03 2.678E+02 
4.341E-03 7.882E+02 
4.475E-03 7.426E+02 
4.612E-03 6.997E+02 
4.612E-03 9.447E+02 
4.773E-03 8.726E+02 
4.939E-03 8.062E+02 
4.939E-03 9.294E+02 
5.000E-03 9.015E+02 
6.000E-03 5.720E+02 
8.000E-03 2.702E+02 
1.000E-02 1.501E+02 
1.500E-02 5.078E+01 
2.000E-02 2.341E+01 
3.000E-02 7.879E+00 
3.181E-02 6.736E+00 
3.181E-02 3.720E+01 
4.000E-02 2.065E+01 
5.000E-02 1.145E+01 
6.000E-02 7.040E+00 
8.000E-02 3.255E+00 
1.000E-01 1.801E+00 
1.500E-01 6.494E-01 
2.000E-01 3.429E-01 
3.000E-01 1.679E-01 
4.000E-01 1.163E-01 
5.000E-01 9.328E-02 
6.000E-01 8.022E-02 
8.000E-01 6.538E-02 
1.000E+00 5.669E-02 
1.022E+00 5.594E-02 
1.250E+00 4.966E-02 
1.500E+00 4.518E-02 
2.000E+00 4.009E-02 
2.044E+00 3.979E-02 
3.000E+00 3.606E-02 
4.000E+00 3.494E-02 
5.000E+00 3.492E-02 
6.000E+00 3.534E-02 
7.000E+00 3.602E-02 
8.000E+00 3.683E-02 
9.000E+00 3.770E-02 
1.000E+01 3.860E-02 
1.100E+01 3.951E-02 
1.200E+01 4.040E-02 
1.300E+01 4.127E-02 
1.400E+01 4.211E-02 
1.500E+01 4.290E-02 
1.600E+01 4.366E-02 
1.800E+01 4.508E-02 
2.000E+01 4.642E-02 
2.200E+01 4.767E-02 
2.400E+01 4.883E-02 
2.600E+01 4.992E-02 
2.800E+01 5.093E-02 
3.000E+01 5.187E-02 
4.000E+01 5.585E-02 
5.000E+01 5.891E-02 
6.000E+01 6.131E-02 
8.000E+01 6.501E-02 
1.000E+02 6.765E-02 
1.500E+02 7.197E-02 
2.000E+02 7.462E-02 
3.000E+02 7.769E-02 
4.000E+02 7.952E-02 
5.000E+02 8.072E-02 
6.000E+02 8.158E-02 
8.000E+02 8.270E-02 
1.000E+03 8.347E-02 
1.500E+03 8.451E-02 
2.000E+03 8.510E-02 
3.000E+03 8.574E-02 
4.000E+03 8.611E-02 
5.000E+03 8.634E-02 
6.000E+03 8.648E-02 
8.000E+03 8.667E-02 
1.000E+04 8.680E-02 
1.500E+04 8.699E-02 
2.000E+04 8.708E-02 
3.000E+04 8.718E-02 
4.000E+04 8.722E-02 
5.000E+04 8.727E-02 
6.000E+04 8.727E-02 
8.000E+04 8.732E-02 
1.000E+05 8.732E-02 
