Photon    Tot. w/  
Energy    Coherent 

1.000E-03 4.057E+03 
1.500E-03 1.418E+03 
2.000E-03 6.593E+02 
3.000E-03 2.199E+02 
3.607E-03 1.327E+02 
3.607E-03 1.201E+03 
4.000E-03 9.255E+02 
5.000E-03 5.189E+02 
6.000E-03 3.204E+02 
8.000E-03 1.469E+02 
1.000E-02 7.907E+01 
1.500E-02 2.502E+01 
2.000E-02 1.093E+01 
3.000E-02 3.412E+00 
4.000E-02 1.541E+00 
5.000E-02 8.678E-01 
6.000E-02 5.678E-01 
8.000E-02 3.251E-01 
1.000E-01 2.345E-01 
1.500E-01 1.582E-01 
2.000E-01 1.319E-01 
3.000E-01 1.080E-01 
4.000E-01 9.495E-02 
5.000E-01 8.600E-02 
6.000E-01 7.922E-02 
8.000E-01 6.929E-02 
1.000E+00 6.216E-02 
1.022E+00 6.150E-02 
1.250E+00 5.556E-02 
1.500E+00 5.068E-02 
2.000E+00 4.399E-02 
2.044E+00 4.355E-02 
3.000E+00 3.666E-02 
4.000E+00 3.282E-02 
5.000E+00 3.055E-02 
6.000E+00 2.915E-02 
7.000E+00 2.825E-02 
8.000E+00 2.766E-02 
9.000E+00 2.728E-02 
1.000E+01 2.704E-02 
1.100E+01 2.690E-02 
1.200E+01 2.682E-02 
1.300E+01 2.680E-02 
1.400E+01 2.682E-02 
1.500E+01 2.687E-02 
1.600E+01 2.694E-02 
1.800E+01 2.713E-02 
2.000E+01 2.737E-02 
2.200E+01 2.762E-02 
2.400E+01 2.790E-02 
2.600E+01 2.816E-02 
2.800E+01 2.844E-02 
3.000E+01 2.870E-02 
4.000E+01 2.998E-02 
5.000E+01 3.109E-02 
6.000E+01 3.201E-02 
8.000E+01 3.349E-02 
1.000E+02 3.463E-02 
1.500E+02 3.658E-02 
2.000E+02 3.784E-02 
3.000E+02 3.939E-02 
4.000E+02 4.032E-02 
5.000E+02 4.094E-02 
6.000E+02 4.140E-02 
8.000E+02 4.202E-02 
1.000E+03 4.242E-02 
1.500E+03 4.302E-02 
2.000E+03 4.336E-02 
3.000E+03 4.371E-02 
4.000E+03 4.391E-02 
5.000E+03 4.403E-02 
6.000E+03 4.412E-02 
8.000E+03 4.424E-02 
1.000E+04 4.432E-02 
1.500E+04 4.441E-02 
2.000E+04 4.448E-02 
3.000E+04 4.454E-02 
4.000E+04 4.457E-02 
5.000E+04 4.459E-02 
6.000E+04 4.460E-02 
8.000E+04 4.462E-02 
1.000E+05 4.462E-02 
