Photon    Tot. w/  
Energy    Coherent 

1.000E-03 5.869E+03 
1.500E-03 2.096E+03 
2.000E-03 9.861E+02 
3.000E-03 3.323E+02 
4.000E-03 1.518E+02 
4.966E-03 8.380E+01 
4.966E-03 6.877E+02 
5.000E-03 6.838E+02 
6.000E-03 4.324E+02 
8.000E-03 2.024E+02 
1.000E-02 1.107E+02 
1.500E-02 3.587E+01 
2.000E-02 1.585E+01 
3.000E-02 4.971E+00 
4.000E-02 2.213E+00 
5.000E-02 1.213E+00 
6.000E-02 7.660E-01 
8.000E-02 4.052E-01 
1.000E-01 2.721E-01 
1.500E-01 1.649E-01 
2.000E-01 1.314E-01 
3.000E-01 1.043E-01 
4.000E-01 9.082E-02 
5.000E-01 8.191E-02 
6.000E-01 7.530E-02 
8.000E-01 6.572E-02 
1.000E+00 5.891E-02 
1.022E+00 5.827E-02 
1.250E+00 5.263E-02 
1.500E+00 4.801E-02 
2.000E+00 4.180E-02 
2.044E+00 4.139E-02 
3.000E+00 3.512E-02 
4.000E+00 3.173E-02 
5.000E+00 2.982E-02 
6.000E+00 2.868E-02 
7.000E+00 2.800E-02 
8.000E+00 2.759E-02 
9.000E+00 2.739E-02 
1.000E+01 2.727E-02 
1.100E+01 2.726E-02 
1.200E+01 2.729E-02 
1.300E+01 2.738E-02 
1.400E+01 2.748E-02 
1.500E+01 2.762E-02 
1.600E+01 2.776E-02 
1.800E+01 2.808E-02 
2.000E+01 2.844E-02 
2.200E+01 2.880E-02 
2.400E+01 2.916E-02 
2.600E+01 2.951E-02 
2.800E+01 2.986E-02 
3.000E+01 3.020E-02 
4.000E+01 3.173E-02 
5.000E+01 3.301E-02 
6.000E+01 3.407E-02 
8.000E+01 3.577E-02 
1.000E+02 3.706E-02 
1.500E+02 3.924E-02 
2.000E+02 4.062E-02 
3.000E+02 4.231E-02 
4.000E+02 4.332E-02 
5.000E+02 4.400E-02 
6.000E+02 4.450E-02 
8.000E+02 4.517E-02 
1.000E+03 4.561E-02 
1.500E+03 4.625E-02 
2.000E+03 4.660E-02 
3.000E+03 4.699E-02 
4.000E+03 4.720E-02 
5.000E+03 4.734E-02 
6.000E+03 4.744E-02 
8.000E+03 4.756E-02 
1.000E+04 4.764E-02 
1.500E+04 4.775E-02 
2.000E+04 4.781E-02 
3.000E+04 4.786E-02 
4.000E+04 4.790E-02 
5.000E+04 4.793E-02 
6.000E+04 4.794E-02 
8.000E+04 4.795E-02 
1.000E+05 4.797E-02 
